accreditation,city,clickUri,combined_program,degree_program,distance_learning,email,excerpt,institution,location,phone,state,title,uri,website,zip
,Buffalo,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=94027e67-340b-44da-bb9e-c70f62fafeec&efp=366&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Buffalo, New York",,['New York'],SUNY Buffalo State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=94027e67-340b-44da-bb9e-c70f62fafeec&efp=366&site=ashacms&webcode=edfinddetail,,14222-1095
,Round Rock,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0d71d7ae-68fa-4b4c-8093-749b0ae0108b&efp=422&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Round Rock, Texas",,['Texas'],Texas State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0d71d7ae-68fa-4b4c-8093-749b0ae0108b&efp=422&site=ashacms&webcode=edfinddetail,,78665-8017
,Edinburg,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0e8aa7ca-6ad5-4ade-bc0b-23c7b365bbbc&efp=36&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Edinburg, Texas",,['Texas'],The University of Texas Rio Grande Valley: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0e8aa7ca-6ad5-4ade-bc0b-23c7b365bbbc&efp=36&site=ashacms&webcode=edfinddetail,,78539
,Gurabo,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=7121e471-dcc7-4a5c-b387-73fab0369c55&efp=667&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Gurabo, Puerto Rico",,['Puerto Rico'],Universidad Ana G. Mendez - Recinto de Gurabo: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=7121e471-dcc7-4a5c-b387-73fab0369c55&efp=667&site=ashacms&webcode=edfinddetail,,00778
,Gainesville,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=11216134-3216-4e86-b748-72710dbc8d5c&efp=1060&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Gainesville, Florida",,['Florida'],"University of Florida, Gainesville: Other bachelor’s degree with a major in the field of communication sciences and disorders (Other)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=11216134-3216-4e86-b748-72710dbc8d5c&efp=1060&site=ashacms&webcode=edfinddetail,,32610-0174
,College Park,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=89f93519-9cec-454e-8b79-9443da5dc612&efp=62&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"College Park, Maryland",,['Maryland'],"University of Maryland, College Park: Bachelor of Arts (BA)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=89f93519-9cec-454e-8b79-9443da5dc612&efp=62&site=ashacms&webcode=edfinddetail,,20742
,Durham,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=4548407b-e160-4909-89e8-b4ec9f5d5b68&efp=630&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Durham, New Hampshire",,['New Hampshire'],University of New Hampshire: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=4548407b-e160-4909-89e8-b4ec9f5d5b68&efp=630&site=ashacms&webcode=edfinddetail,,03824-3836
,Grand Forks,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=614f5199-5726-4fe7-9b30-cd96354228b2&efp=440&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Grand Forks, North Dakota",,['North Dakota'],University of North Dakota: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=614f5199-5726-4fe7-9b30-cd96354228b2&efp=440&site=ashacms&webcode=edfinddetail,,58202-8040
,Dallas,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c7df0e76-86ca-4838-a1c2-6f6dfcf5ca01&efp=395&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Dallas, Texas",,['Texas'],University of Texas at Dallas: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=c7df0e76-86ca-4838-a1c2-6f6dfcf5ca01&efp=395&site=ashacms&webcode=edfinddetail,,75206
,Salt Lake City,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9790b952-5912-4dd4-930a-148fd1d21abc&efp=1158&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Salt Lake City, Utah",,['Utah'],University of Utah: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9790b952-5912-4dd4-930a-148fd1d21abc&efp=1158&site=ashacms&webcode=edfinddetail,,84112-0252
,Salt Lake City,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9790b952-5912-4dd4-930a-148fd1d21abc&efp=494&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Salt Lake City, Utah",,['Utah'],University of Utah: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9790b952-5912-4dd4-930a-148fd1d21abc&efp=494&site=ashacms&webcode=edfinddetail,,84112-0252
,Garden City,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=51433380-f8b3-4700-afc8-a4a550bccbc2&efp=743&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Garden City, New York",,['New York'],Adelphi University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=51433380-f8b3-4700-afc8-a4a550bccbc2&efp=743&site=ashacms&webcode=edfinddetail,,11530
,Hayward,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2f9192df-b6d2-4225-ab35-cf667921dcdc&efp=602&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Hayward, California",,['California'],"California State University, East Bay: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2f9192df-b6d2-4225-ab35-cf667921dcdc&efp=602&site=ashacms&webcode=edfinddetail,,94542
,Cleveland,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=7c50a820-6e0f-456c-bc56-5fc95f592393&efp=1160&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Cleveland, Ohio",,['Ohio'],Cleveland State University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=7c50a820-6e0f-456c-bc56-5fc95f592393&efp=1160&site=ashacms&webcode=edfinddetail,,44115-2214
,Marshall,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3ade633c-7f86-4342-9cbe-08cc827ea364&efp=1001&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Marshall, Texas",,['Texas'],East Texas Baptist University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=3ade633c-7f86-4342-9cbe-08cc827ea364&efp=1001&site=ashacms&webcode=edfinddetail,,75670
,Richmond,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=e5bbcff1-b3c9-4518-8f0e-1eb0cbe7246f&efp=642&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Richmond, Kentucky",,['Kentucky'],Eastern Kentucky University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=e5bbcff1-b3c9-4518-8f0e-1eb0cbe7246f&efp=642&site=ashacms&webcode=edfinddetail,,40475-3102
,Washington,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2222b61c-4432-413e-bb06-3a50a32ad609&efp=1007&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Washington, District of Columbia",,['District of Columbia'],George Washington University: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2222b61c-4432-413e-bb06-3a50a32ad609&efp=1007&site=ashacms&webcode=edfinddetail,,20052
,Washington,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2222b61c-4432-413e-bb06-3a50a32ad609&efp=1008&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Washington, District of Columbia",,['District of Columbia'],George Washington University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=2222b61c-4432-413e-bb06-3a50a32ad609&efp=1008&site=ashacms&webcode=edfinddetail,,20052
,Kent,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9374b828-0511-4616-b6ec-7bef12326a8c&efp=1024&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Kent, Ohio",,['Ohio'],Kent State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=9374b828-0511-4616-b6ec-7bef12326a8c&efp=1024&site=ashacms&webcode=edfinddetail,,44242
,Romeoville,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=78f9a473-7f8e-4f6c-a323-d9952250b87b&efp=1025&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Romeoville, Illinois",,['Illinois'],Lewis University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=78f9a473-7f8e-4f6c-a323-d9952250b87b&efp=1025&site=ashacms&webcode=edfinddetail,,60446
,Cincinnati,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5debacb6-d7ae-494e-8981-9384774fe974&efp=823&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Cincinnati, Ohio",,['Ohio'],Mount St. Joseph University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5debacb6-d7ae-494e-8981-9384774fe974&efp=823&site=ashacms&webcode=edfinddetail,,45233-1672
,Muskogee,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a7b8183c-401f-4cbb-8334-7f8688d3ad9b&efp=1164&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Muskogee, Oklahoma",,['Oklahoma'],Northeastern State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a7b8183c-401f-4cbb-8334-7f8688d3ad9b&efp=1164&site=ashacms&webcode=edfinddetail,,74401
,San Francisco,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=77ebb710-002f-49fe-984c-eb8f3aa7a9ac&efp=541&site=ashacms&webcode=edfinddetail,"Bachelor’s/master’s (e.g., BA/MA)",Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"San Francisco, California",,['California'],San Francisco State University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=77ebb710-002f-49fe-984c-eb8f3aa7a9ac&efp=541&site=ashacms&webcode=edfinddetail,,94132-4158
,Denton,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0ba86720-af14-44b5-af90-2287c078c11a&efp=399&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Denton, Texas",,['Texas'],Texas Woman's University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=0ba86720-af14-44b5-af90-2287c078c11a&efp=399&site=ashacms&webcode=edfinddetail,,76204-5737
,Boulder,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=97f3f395-bb83-4c55-bb5f-f6192d0dfd21&efp=638&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Boulder, Colorado",,['Colorado'],"University of Colorado, Boulder: Bachelor of Arts (BA)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=97f3f395-bb83-4c55-bb5f-f6192d0dfd21&efp=638&site=ashacms&webcode=edfinddetail,,80309-0409
,Orono,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=ab40eb8d-869b-412b-bb3f-e014fcb57714&efp=1065&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Orono, Maine",,['Maine'],"University of Maine, Orono: Bachelor of Arts (BA)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=ab40eb8d-869b-412b-bb3f-e014fcb57714&efp=1065&site=ashacms&webcode=edfinddetail,,04469-5724
,Reno,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=cb5e374e-69fa-41c0-bcfe-35a2c0965ae2&efp=197&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Reno, Nevada",,['Nevada'],"University of Nevada, Reno: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=cb5e374e-69fa-41c0-bcfe-35a2c0965ae2&efp=197&site=ashacms&webcode=edfinddetail,,89557-0046
,Cedar Falls,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=8579b2c4-8e47-4af3-9e52-a8be2d75093d&efp=442&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Cedar Falls, Iowa",,['Iowa'],University of Northern Iowa: Bachelor of Arts (BA),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=8579b2c4-8e47-4af3-9e52-a8be2d75093d&efp=442&site=ashacms&webcode=edfinddetail,,50614-0356
,Tulsa,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f6b3bfb9-84d2-4572-9c56-8b06a2475b54&efp=1168&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Tulsa, Oklahoma",,['Oklahoma'],University of Tulsa: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f6b3bfb9-84d2-4572-9c56-8b06a2475b54&efp=1168&site=ashacms&webcode=edfinddetail,,74104-9700
,River Falls,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=31164840-035e-47e5-8c79-93d41c1966b4&efp=705&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"River Falls, Wisconsin",,['Wisconsin'],"University of Wisconsin, River Falls: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=31164840-035e-47e5-8c79-93d41c1966b4&efp=705&site=ashacms&webcode=edfinddetail,,54022
,Bowling Green,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=482c3b88-a4c4-4a8c-9395-a36a80d0182c&efp=161&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Bowling Green, Kentucky",,['Kentucky'],Western Kentucky University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=482c3b88-a4c4-4a8c-9395-a36a80d0182c&efp=161&site=ashacms&webcode=edfinddetail,,42101-1030
,Sacramento,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a22eaf94-2b34-464e-8b9c-d9941752d77d&efp=995&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Sacramento, California",,['California'],"California State University, Sacramento: Bachelor of Science (BS)",https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=a22eaf94-2b34-464e-8b9c-d9941752d77d&efp=995&site=ashacms&webcode=edfinddetail,,95819
,Ewing,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=45aba40e-6566-44a5-ba0a-cfedc9be1cd4&efp=999&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Ewing, New Jersey",,['New Jersey'],College of New Jersey: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=45aba40e-6566-44a5-ba0a-cfedc9be1cd4&efp=999&site=ashacms&webcode=edfinddetail,,08628-0718
,St Louis,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f33d5047-e696-4a75-b3ea-8f75b57f4bf4&efp=73&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"St Louis, Missouri",,['Missouri'],Saint Louis University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=f33d5047-e696-4a75-b3ea-8f75b57f4bf4&efp=73&site=ashacms&webcode=edfinddetail,,63108
,Morgantown,https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5b53cf3c-8bb4-4df8-bb63-7445e3d70712&efp=695&site=ashacms&webcode=edfinddetail,None,Undergraduate Degree,,,"Public ... About ASHA ... The American Speech-Language-Hearing Association (ASHA) is the national professional, scientific, and credentialing association for members and affiliates who are audiolog...",,"Morgantown, West Virginia",,['West Virginia'],West Virginia University: Bachelor of Science (BS),https://apps.asha.org/eweb/ashadynamicpage.aspx?efk=5b53cf3c-8bb4-4df8-bb63-7445e3d70712&efp=695&site=ashacms&webcode=edfinddetail,,26506
